counter,block_x,block_y,block_z,block_type,bot_x,bot_y,bot_z,bot_pitch,bot_yaw
3669,7,9,2,3,0.5,2.001,-9.5,0,180
3670,8,9,2,3,0.5,2.001,-9.5,0,180
3671,9,9,2,3,0.5,2.001,-9.5,0,180
3672,10,9,2,3,0.5,2.001,-9.5,0,180
3673,-10,3,3,3,0.5,2.001,-9.5,0,180
3674,-9,3,3,3,0.5,2.001,-9.5,0,180
3675,-8,3,3,3,0.5,2.001,-9.5,0,180
3676,-7,3,3,3,0.5,2.001,-9.5,0,180
3677,-6,3,3,3,0.5,2.001,-9.5,0,180
3678,-5,3,3,3,0.5,2.001,-9.5,0,180
3679,-4,3,3,3,0.5,2.001,-9.5,0,180
3680,-3,3,3,3,0.5,2.001,-9.5,0,180
3681,-2,3,3,3,0.5,2.001,-9.5,0,180
3682,-1,3,3,3,0.5,2.001,-9.5,0,180
3683,0,3,3,3,0.5,2.001,-9.5,0,180
3684,1,3,3,3,0.5,2.001,-9.5,0,180
3685,2,3,3,3,0.5,2.001,-9.5,0,180
3686,3,3,3,3,0.5,2.001,-9.5,0,180
3687,4,3,3,3,0.5,2.001,-9.5,0,180
3688,5,3,3,3,0.5,2.001,-9.5,0,180
3689,6,3,3,3,0.5,2.001,-9.5,0,180
3690,7,3,3,3,0.5,2.001,-9.5,0,180
3691,8,3,3,3,0.5,2.001,-9.5,0,180
3692,9,3,3,3,0.5,2.001,-9.5,0,180
3693,10,3,3,3,0.5,2.001,-9.5,0,180
3694,-10,4,3,3,0.5,2.001,-9.5,0,180
3695,-9,4,3,3,0.5,2.001,-9.5,0,180
3696,-8,4,3,3,0.5,2.001,-9.5,0,180
3697,-7,4,3,3,0.5,2.001,-9.5,0,180
3698,-6,4,3,3,0.5,2.001,-9.5,0,180
3699,-5,4,3,3,0.5,2.001,-9.5,0,180
3700,-4,4,3,3,0.5,2.001,-9.5,0,180
3701,-3,4,3,3,0.5,2.001,-9.5,0,180
3702,-2,4,3,3,0.5,2.001,-9.5,0,180
3703,-1,4,3,3,0.5,2.001,-9.5,0,180
3704,0,4,3,3,0.5,2.001,-9.5,0,180
3705,1,4,3,3,0.5,2.001,-9.5,0,180
3706,2,4,3,3,0.5,2.001,-9.5,0,180
3707,3,4,3,3,0.5,2.001,-9.5,0,180
3708,4,4,3,3,0.5,2.001,-9.5,0,180
3709,5,4,3,3,0.5,2.001,-9.5,0,180
3710,6,4,3,3,0.5,2.001,-9.5,0,180
3711,7,4,3,3,0.5,2.001,-9.5,0,180
3712,8,4,3,3,0.5,2.001,-9.5,0,180
3713,9,4,3,3,0.5,2.001,-9.5,0,180
3714,10,4,3,3,0.5,2.001,-9.5,0,180
3715,-10,5,3,3,0.5,2.001,-9.5,0,180
3716,-9,5,3,3,0.5,2.001,-9.5,0,180
3717,-8,5,3,3,0.5,2.001,-9.5,0,180
3718,-7,5,3,3,0.5,2.001,-9.5,0,180
3719,-6,5,3,3,0.5,2.001,-9.5,0,180
3720,-5,5,3,3,0.5,2.001,-9.5,0,180
3721,-4,5,3,3,0.5,2.001,-9.5,0,180
3722,-3,5,3,3,0.5,2.001,-9.5,0,180
3723,-2,5,3,3,0.5,2.001,-9.5,0,180
3724,-1,5,3,3,0.5,2.001,-9.5,0,180
3725,0,5,3,3,0.5,2.001,-9.5,0,180
3726,1,5,3,3,0.5,2.001,-9.5,0,180
3727,2,5,3,3,0.5,2.001,-9.5,0,180
3728,3,5,3,3,0.5,2.001,-9.5,0,180
3729,4,5,3,3,0.5,2.001,-9.5,0,180
3730,5,5,3,3,0.5,2.001,-9.5,0,180
3731,6,5,3,3,0.5,2.001,-9.5,0,180
3732,7,5,3,3,0.5,2.001,-9.5,0,180
3733,8,5,3,3,0.5,2.001,-9.5,0,180
3734,9,5,3,3,0.5,2.001,-9.5,0,180
3735,10,5,3,3,0.5,2.001,-9.5,0,180
3736,-10,6,3,3,0.5,2.001,-9.5,0,180
3737,-9,6,3,3,0.5,2.001,-9.5,0,180
3738,-8,6,3,3,0.5,2.001,-9.5,0,180
3739,-7,6,3,3,0.5,2.001,-9.5,0,180
3740,-6,6,3,3,0.5,2.001,-9.5,0,180
3741,-5,6,3,3,0.5,2.001,-9.5,0,180
3742,-4,6,3,3,0.5,2.001,-9.5,0,180
3743,-3,6,3,3,0.5,2.001,-9.5,0,180
3744,-2,6,3,3,0.5,2.001,-9.5,0,180
3745,-1,6,3,3,0.5,2.001,-9.5,0,180
3746,0,6,3,3,0.5,2.001,-9.5,0,180
3747,1,6,3,3,0.5,2.001,-9.5,0,180
3748,2,6,3,3,0.5,2.001,-9.5,0,180
3749,3,6,3,3,0.5,2.001,-9.5,0,180
3750,4,6,3,3,0.5,2.001,-9.5,0,180
3751,5,6,3,3,0.5,2.001,-9.5,0,180
3752,6,6,3,3,0.5,2.001,-9.5,0,180
3753,7,6,3,3,0.5,2.001,-9.5,0,180
3754,8,6,3,3,0.5,2.001,-9.5,0,180
3755,9,6,3,3,0.5,2.001,-9.5,0,180
3756,10,6,3,3,0.5,2.001,-9.5,0,180
3757,-10,7,3,3,0.5,2.001,-9.5,0,180
3758,-9,7,3,3,0.5,2.001,-9.5,0,180
3759,-8,7,3,3,0.5,2.001,-9.5,0,180
3760,-7,7,3,3,0.5,2.001,-9.5,0,180
3761,-6,7,3,3,0.5,2.001,-9.5,0,180
3762,-5,7,3,3,0.5,2.001,-9.5,0,180
3763,-4,7,3,3,0.5,2.001,-9.5,0,180
3764,-3,7,3,3,0.5,2.001,-9.5,0,180
3765,-2,7,3,3,0.5,2.001,-9.5,0,180
3766,-1,7,3,3,0.5,2.001,-9.5,0,180
3767,0,7,3,3,0.5,2.001,-9.5,0,180
3768,1,7,3,3,0.5,2.001,-9.5,0,180
3769,2,7,3,3,0.5,2.001,-9.5,0,180
3770,3,7,3,3,0.5,2.001,-9.5,0,180
3771,4,7,3,3,0.5,2.001,-9.5,0,180
3772,5,7,3,3,0.5,2.001,-9.5,0,180
3773,6,7,3,3,0.5,2.001,-9.5,0,180
3774,7,7,3,3,0.5,2.001,-9.5,0,180
3775,8,7,3,3,0.5,2.001,-9.5,0,180
3776,9,7,3,3,0.5,2.001,-9.5,0,180
3777,10,7,3,3,0.5,2.001,-9.5,0,180
3778,-10,8,3,3,0.5,2.001,-9.5,0,180
3779,-9,8,3,3,0.5,2.001,-9.5,0,180
3780,-8,8,3,3,0.5,2.001,-9.5,0,180
3781,-7,8,3,3,0.5,2.001,-9.5,0,180
3782,-6,8,3,3,0.5,2.001,-9.5,0,180
3783,-5,8,3,3,0.5,2.001,-9.5,0,180
3784,-4,8,3,3,0.5,2.001,-9.5,0,180
3785,-3,8,3,3,0.5,2.001,-9.5,0,180
3786,-2,8,3,3,0.5,2.001,-9.5,0,180
3787,-1,8,3,3,0.5,2.001,-9.5,0,180
3788,0,8,3,3,0.5,2.001,-9.5,0,180
3789,1,8,3,3,0.5,2.001,-9.5,0,180
3790,2,8,3,3,0.5,2.001,-9.5,0,180
3791,3,8,3,3,0.5,2.001,-9.5,0,180
3792,4,8,3,3,0.5,2.001,-9.5,0,180
3793,5,8,3,3,0.5,2.001,-9.5,0,180
3794,6,8,3,3,0.5,2.001,-9.5,0,180
3795,7,8,3,3,0.5,2.001,-9.5,0,180
3796,8,8,3,3,0.5,2.001,-9.5,0,180
3797,9,8,3,3,0.5,2.001,-9.5,0,180
3798,10,8,3,3,0.5,2.001,-9.5,0,180
3799,-10,9,3,3,0.5,2.001,-9.5,0,180
3800,-9,9,3,3,0.5,2.001,-9.5,0,180
3801,-8,9,3,3,0.5,2.001,-9.5,0,180
3802,-7,9,3,3,0.5,2.001,-9.5,0,180
3803,-6,9,3,3,0.5,2.001,-9.5,0,180
3804,-5,9,3,3,0.5,2.001,-9.5,0,180
3805,-4,9,3,3,0.5,2.001,-9.5,0,180
3806,-3,9,3,3,0.5,2.001,-9.5,0,180
3807,-2,9,3,3,0.5,2.001,-9.5,0,180
3808,-1,9,3,3,0.5,2.001,-9.5,0,180
3809,0,9,3,3,0.5,2.001,-9.5,0,180
3810,1,9,3,3,0.5,2.001,-9.5,0,180
3811,2,9,3,3,0.5,2.001,-9.5,0,180
3812,3,9,3,3,0.5,2.001,-9.5,0,180
3813,4,9,3,3,0.5,2.001,-9.5,0,180
3814,5,9,3,3,0.5,2.001,-9.5,0,180
3815,6,9,3,3,0.5,2.001,-9.5,0,180
3816,7,9,3,3,0.5,2.001,-9.5,0,180
3817,8,9,3,3,0.5,2.001,-9.5,0,180
3818,9,9,3,3,0.5,2.001,-9.5,0,180
3819,10,9,3,3,0.5,2.001,-9.5,0,180
3820,-10,3,4,3,0.5,2.001,-9.5,0,180
3821,-9,3,4,3,0.5,2.001,-9.5,0,180
3822,-8,3,4,3,0.5,2.001,-9.5,0,180
3823,-7,3,4,3,0.5,2.001,-9.5,0,180
3824,-6,3,4,3,0.5,2.001,-9.5,0,180
3825,-5,3,4,3,0.5,2.001,-9.5,0,180
3826,-4,3,4,3,0.5,2.001,-9.5,0,180
3827,-3,3,4,3,0.5,2.001,-9.5,0,180
3828,-2,3,4,3,0.5,2.001,-9.5,0,180
3829,-1,3,4,3,0.5,2.001,-9.5,0,180
3830,0,3,4,3,0.5,2.001,-9.5,0,180
3831,1,3,4,3,0.5,2.001,-9.5,0,180
3832,2,3,4,3,0.5,2.001,-9.5,0,180
3833,3,3,4,3,0.5,2.001,-9.5,0,180
3834,4,3,4,3,0.5,2.001,-9.5,0,180
3835,5,3,4,3,0.5,2.001,-9.5,0,180
3836,6,3,4,3,0.5,2.001,-9.5,0,180
3837,7,3,4,3,0.5,2.001,-9.5,0,180
3838,8,3,4,3,0.5,2.001,-9.5,0,180
3839,9,3,4,3,0.5,2.001,-9.5,0,180
3840,10,3,4,3,0.5,2.001,-9.5,0,180
3841,-10,4,4,3,0.5,2.001,-9.5,0,180
3842,-9,4,4,3,0.5,2.001,-9.5,0,180
3843,-8,4,4,3,0.5,2.001,-9.5,0,180
3844,-7,4,4,3,0.5,2.001,-9.5,0,180
3845,-6,4,4,3,0.5,2.001,-9.5,0,180
3846,-5,4,4,3,0.5,2.001,-9.5,0,180
3847,-4,4,4,3,0.5,2.001,-9.5,0,180
3848,-3,4,4,3,0.5,2.001,-9.5,0,180
3849,-2,4,4,3,0.5,2.001,-9.5,0,180
3850,-1,4,4,3,0.5,2.001,-9.5,0,180
3851,0,4,4,3,0.5,2.001,-9.5,0,180
3852,1,4,4,3,0.5,2.001,-9.5,0,180
3853,2,4,4,3,0.5,2.001,-9.5,0,180
3854,3,4,4,3,0.5,2.001,-9.5,0,180
3855,4,4,4,3,0.5,2.001,-9.5,0,180
3856,5,4,4,3,0.5,2.001,-9.5,0,180
3857,6,4,4,3,0.5,2.001,-9.5,0,180
3858,7,4,4,3,0.5,2.001,-9.5,0,180
3859,8,4,4,3,0.5,2.001,-9.5,0,180
3860,9,4,4,3,0.5,2.001,-9.5,0,180
3861,10,4,4,3,0.5,2.001,-9.5,0,180
3862,-10,5,4,3,0.5,2.001,-9.5,0,180
3863,-9,5,4,3,0.5,2.001,-9.5,0,180
3864,-8,5,4,3,0.5,2.001,-9.5,0,180
3865,-7,5,4,3,0.5,2.001,-9.5,0,180
3866,-6,5,4,3,0.5,2.001,-9.5,0,180
3867,-5,5,4,3,0.5,2.001,-9.5,0,180
3868,-4,5,4,3,0.5,2.001,-9.5,0,180
3869,-3,5,4,3,0.5,2.001,-9.5,0,180
3870,-2,5,4,3,0.5,2.001,-9.5,0,180
3871,-1,5,4,3,0.5,2.001,-9.5,0,180
3872,0,5,4,3,0.5,2.001,-9.5,0,180
3873,1,5,4,3,0.5,2.001,-9.5,0,180
3874,2,5,4,3,0.5,2.001,-9.5,0,180
3875,3,5,4,3,0.5,2.001,-9.5,0,180
3876,4,5,4,3,0.5,2.001,-9.5,0,180
3877,5,5,4,3,0.5,2.001,-9.5,0,180
3878,6,5,4,3,0.5,2.001,-9.5,0,180
3879,7,5,4,3,0.5,2.001,-9.5,0,180
3880,8,5,4,3,0.5,2.001,-9.5,0,180
3881,9,5,4,3,0.5,2.001,-9.5,0,180
3882,10,5,4,3,0.5,2.001,-9.5,0,180
3883,-10,6,4,3,0.5,2.001,-9.5,0,180
3884,-9,6,4,3,0.5,2.001,-9.5,0,180
3885,-8,6,4,3,0.5,2.001,-9.5,0,180
3886,-7,6,4,3,0.5,2.001,-9.5,0,180
3887,-6,6,4,3,0.5,2.001,-9.5,0,180
3888,-5,6,4,3,0.5,2.001,-9.5,0,180
3889,-4,6,4,3,0.5,2.001,-9.5,0,180
3890,-3,6,4,3,0.5,2.001,-9.5,0,180
3891,-2,6,4,3,0.5,2.001,-9.5,0,180
3892,-1,6,4,3,0.5,2.001,-9.5,0,180
3893,0,6,4,3,0.5,2.001,-9.5,0,180
3894,1,6,4,3,0.5,2.001,-9.5,0,180
3895,2,6,4,3,0.5,2.001,-9.5,0,180
3896,3,6,4,3,0.5,2.001,-9.5,0,180
3897,4,6,4,3,0.5,2.001,-9.5,0,180
3898,5,6,4,3,0.5,2.001,-9.5,0,180
3899,6,6,4,3,0.5,2.001,-9.5,0,180
3900,7,6,4,3,0.5,2.001,-9.5,0,180
3901,8,6,4,3,0.5,2.001,-9.5,0,180
3902,9,6,4,3,0.5,2.001,-9.5,0,180
3903,10,6,4,3,0.5,2.001,-9.5,0,180
3904,-10,7,4,3,0.5,2.001,-9.5,0,180
3905,-9,7,4,3,0.5,2.001,-9.5,0,180
3906,-8,7,4,3,0.5,2.001,-9.5,0,180
3907,-7,7,4,3,0.5,2.001,-9.5,0,180
3908,-6,7,4,3,0.5,2.001,-9.5,0,180
3909,-5,7,4,3,0.5,2.001,-9.5,0,180
3910,-4,7,4,3,0.5,2.001,-9.5,0,180
3911,-3,7,4,3,0.5,2.001,-9.5,0,180
3912,-2,7,4,3,0.5,2.001,-9.5,0,180
3913,-1,7,4,3,0.5,2.001,-9.5,0,180
3914,0,7,4,3,0.5,2.001,-9.5,0,180
3915,1,7,4,3,0.5,2.001,-9.5,0,180
3916,2,7,4,3,0.5,2.001,-9.5,0,180
3917,3,7,4,3,0.5,2.001,-9.5,0,180
3918,4,7,4,3,0.5,2.001,-9.5,0,180
3919,5,7,4,3,0.5,2.001,-9.5,0,180
3920,6,7,4,3,0.5,2.001,-9.5,0,180
3921,7,7,4,3,0.5,2.001,-9.5,0,180
3922,8,7,4,3,0.5,2.001,-9.5,0,180
3923,9,7,4,3,0.5,2.001,-9.5,0,180
3924,10,7,4,3,0.5,2.001,-9.5,0,180
3925,-10,8,4,3,0.5,2.001,-9.5,0,180
3926,-9,8,4,3,0.5,2.001,-9.5,0,180
3927,-8,8,4,3,0.5,2.001,-9.5,0,180
3928,-7,8,4,3,0.5,2.001,-9.5,0,180
3929,-6,8,4,3,0.5,2.001,-9.5,0,180
3930,-5,8,4,3,0.5,2.001,-9.5,0,180
3931,-4,8,4,3,0.5,2.001,-9.5,0,180
3932,-3,8,4,3,0.5,2.001,-9.5,0,180
3933,-2,8,4,3,0.5,2.001,-9.5,0,180
3934,-1,8,4,3,0.5,2.001,-9.5,0,180
3935,0,8,4,3,0.5,2.001,-9.5,0,180
3936,1,8,4,3,0.5,2.001,-9.5,0,180
3937,2,8,4,3,0.5,2.001,-9.5,0,180
3938,3,8,4,3,0.5,2.001,-9.5,0,180
3939,4,8,4,3,0.5,2.001,-9.5,0,180
3940,5,8,4,3,0.5,2.001,-9.5,0,180
3941,6,8,4,3,0.5,2.001,-9.5,0,180
3942,7,8,4,3,0.5,2.001,-9.5,0,180
3943,8,8,4,3,0.5,2.001,-9.5,0,180
3944,9,8,4,3,0.5,2.001,-9.5,0,180
3945,10,8,4,3,0.5,2.001,-9.5,0,180
3946,-10,9,4,3,0.5,2.001,-9.5,0,180
3947,-9,9,4,3,0.5,2.001,-9.5,0,180
3948,-8,9,4,3,0.5,2.001,-9.5,0,180
3949,-7,9,4,3,0.5,2.001,-9.5,0,180
3950,-6,9,4,3,0.5,2.001,-9.5,0,180
3951,-5,9,4,3,0.5,2.001,-9.5,0,180
3952,-4,9,4,3,0.5,2.001,-9.5,0,180
3953,-3,9,4,3,0.5,2.001,-9.5,0,180
3954,-2,9,4,3,0.5,2.001,-9.5,0,180
3955,-1,9,4,3,0.5,2.001,-9.5,0,180
3956,0,9,4,3,0.5,2.001,-9.5,0,180
3957,1,9,4,3,0.5,2.001,-9.5,0,180
3958,2,9,4,3,0.5,2.001,-9.5,0,180
3959,3,9,4,3,0.5,2.001,-9.5,0,180
3960,4,9,4,3,0.5,2.001,-9.5,0,180
3961,5,9,4,3,0.5,2.001,-9.5,0,180
3962,6,9,4,3,0.5,2.001,-9.5,0,180
3963,7,9,4,3,0.5,2.001,-9.5,0,180
3964,8,9,4,3,0.5,2.001,-9.5,0,180
3965,9,9,4,3,0.5,2.001,-9.5,0,180
3966,10,9,4,3,0.5,2.001,-9.5,0,180
3967,-10,3,5,3,0.5,2.001,-9.5,0,180
3968,-9,3,5,3,0.5,2.001,-9.5,0,180
3969,-8,3,5,3,0.5,2.001,-9.5,0,180
3970,-7,3,5,3,0.5,2.001,-9.5,0,180
3971,-6,3,5,3,0.5,2.001,-9.5,0,180
3972,-5,3,5,3,0.5,2.001,-9.5,0,180
3973,-4,3,5,3,0.5,2.001,-9.5,0,180
3974,-3,3,5,3,0.5,2.001,-9.5,0,180
3975,-2,3,5,3,0.5,2.001,-9.5,0,180
3976,-1,3,5,3,0.5,2.001,-9.5,0,180
3977,0,3,5,3,0.5,2.001,-9.5,0,180
3978,1,3,5,3,0.5,2.001,-9.5,0,180
3979,2,3,5,3,0.5,2.001,-9.5,0,180
3980,3,3,5,3,0.5,2.001,-9.5,0,180
3981,4,3,5,3,0.5,2.001,-9.5,0,180
3982,5,3,5,3,0.5,2.001,-9.5,0,180
3983,6,3,5,3,0.5,2.001,-9.5,0,180
3984,7,3,5,3,0.5,2.001,-9.5,0,180
3985,8,3,5,3,0.5,2.001,-9.5,0,180
3986,9,3,5,3,0.5,2.001,-9.5,0,180
3987,10,3,5,3,0.5,2.001,-9.5,0,180
3988,-10,4,5,3,0.5,2.001,-9.5,0,180
3989,-9,4,5,3,0.5,2.001,-9.5,0,180
3990,-8,4,5,3,0.5,2.001,-9.5,0,180
3991,-7,4,5,3,0.5,2.001,-9.5,0,180
3992,-6,4,5,3,0.5,2.001,-9.5,0,180
3993,-5,4,5,3,0.5,2.001,-9.5,0,180
3994,-4,4,5,3,0.5,2.001,-9.5,0,180
3995,-3,4,5,3,0.5,2.001,-9.5,0,180
3996,-2,4,5,3,0.5,2.001,-9.5,0,180
3997,-1,4,5,3,0.5,2.001,-9.5,0,180
3998,0,4,5,3,0.5,2.001,-9.5,0,180
3999,1,4,5,3,0.5,2.001,-9.5,0,180
4000,2,4,5,3,0.5,2.001,-9.5,0,180
4001,3,4,5,3,0.5,2.001,-9.5,0,180
4002,4,4,5,3,0.5,2.001,-9.5,0,180
4003,5,4,5,3,0.5,2.001,-9.5,0,180
4004,6,4,5,3,0.5,2.001,-9.5,0,180
4005,7,4,5,3,0.5,2.001,-9.5,0,180
4006,8,4,5,3,0.5,2.001,-9.5,0,180
4007,9,4,5,3,0.5,2.001,-9.5,0,180
4008,10,4,5,3,0.5,2.001,-9.5,0,180
4009,-10,5,5,3,0.5,2.001,-9.5,0,180
4010,-9,5,5,3,0.5,2.001,-9.5,0,180
4011,-8,5,5,3,0.5,2.001,-9.5,0,180
4012,-7,5,5,3,0.5,2.001,-9.5,0,180
4013,-6,5,5,3,0.5,2.001,-9.5,0,180
4014,-5,5,5,3,0.5,2.001,-9.5,0,180
4015,-4,5,5,3,0.5,2.001,-9.5,0,180
4016,-3,5,5,3,0.5,2.001,-9.5,0,180
4017,-2,5,5,3,0.5,2.001,-9.5,0,180
4018,-1,5,5,3,0.5,2.001,-9.5,0,180
4019,0,5,5,3,0.5,2.001,-9.5,0,180
4020,1,5,5,3,0.5,2.001,-9.5,0,180
4021,2,5,5,3,0.5,2.001,-9.5,0,180
4022,3,5,5,3,0.5,2.001,-9.5,0,180
4023,4,5,5,3,0.5,2.001,-9.5,0,180
4024,5,5,5,3,0.5,2.001,-9.5,0,180
4025,6,5,5,3,0.5,2.001,-9.5,0,180
4026,7,5,5,3,0.5,2.001,-9.5,0,180
4027,8,5,5,3,0.5,2.001,-9.5,0,180
4028,9,5,5,3,0.5,2.001,-9.5,0,180
4029,10,5,5,3,0.5,2.001,-9.5,0,180
4030,-10,6,5,3,0.5,2.001,-9.5,0,180
4031,-9,6,5,3,0.5,2.001,-9.5,0,180
4032,-8,6,5,3,0.5,2.001,-9.5,0,180
4033,-7,6,5,3,0.5,2.001,-9.5,0,180
4034,-6,6,5,3,0.5,2.001,-9.5,0,180
4035,-5,6,5,3,0.5,2.001,-9.5,0,180
4036,-4,6,5,3,0.5,2.001,-9.5,0,180
4037,-3,6,5,3,0.5,2.001,-9.5,0,180
4038,-2,6,5,3,0.5,2.001,-9.5,0,180
4039,-1,6,5,3,0.5,2.001,-9.5,0,180
4040,0,6,5,3,0.5,2.001,-9.5,0,180
4041,1,6,5,3,0.5,2.001,-9.5,0,180
4042,2,6,5,3,0.5,2.001,-9.5,0,180
4043,3,6,5,3,0.5,2.001,-9.5,0,180
4044,4,6,5,3,0.5,2.001,-9.5,0,180
4045,5,6,5,3,0.5,2.001,-9.5,0,180
4046,6,6,5,3,0.5,2.001,-9.5,0,180
4047,7,6,5,3,0.5,2.001,-9.5,0,180
4048,8,6,5,3,0.5,2.001,-9.5,0,180
4049,9,6,5,3,0.5,2.001,-9.5,0,180
4050,10,6,5,3,0.5,2.001,-9.5,0,180
4051,-10,7,5,3,0.5,2.001,-9.5,0,180
4052,-9,7,5,3,0.5,2.001,-9.5,0,180
4053,-8,7,5,3,0.5,2.001,-9.5,0,180
4054,-7,7,5,3,0.5,2.001,-9.5,0,180
4055,-6,7,5,3,0.5,2.001,-9.5,0,180
4056,-5,7,5,3,0.5,2.001,-9.5,0,180
4057,-4,7,5,3,0.5,2.001,-9.5,0,180
4058,-3,7,5,3,0.5,2.001,-9.5,0,180
4059,-2,7,5,3,0.5,2.001,-9.5,0,180
4060,-1,7,5,3,0.5,2.001,-9.5,0,180
4061,0,7,5,3,0.5,2.001,-9.5,0,180
4062,1,7,5,3,0.5,2.001,-9.5,0,180
4063,2,7,5,3,0.5,2.001,-9.5,0,180
4064,3,7,5,3,0.5,2.001,-9.5,0,180
4065,4,7,5,3,0.5,2.001,-9.5,0,180
4066,5,7,5,3,0.5,2.001,-9.5,0,180
4067,6,7,5,3,0.5,2.001,-9.5,0,180
4068,7,7,5,3,0.5,2.001,-9.5,0,180
4069,8,7,5,3,0.5,2.001,-9.5,0,180
4070,9,7,5,3,0.5,2.001,-9.5,0,180
4071,10,7,5,3,0.5,2.001,-9.5,0,180
4072,-10,8,5,3,0.5,2.001,-9.5,0,180
4073,-9,8,5,3,0.5,2.001,-9.5,0,180
4074,-8,8,5,3,0.5,2.001,-9.5,0,180
4075,-7,8,5,3,0.5,2.001,-9.5,0,180
4076,-6,8,5,3,0.5,2.001,-9.5,0,180
4077,-5,8,5,3,0.5,2.001,-9.5,0,180
4078,-4,8,5,3,0.5,2.001,-9.5,0,180
4079,-3,8,5,3,0.5,2.001,-9.5,0,180
4080,-2,8,5,3,0.5,2.001,-9.5,0,180
4081,-1,8,5,3,0.5,2.001,-9.5,0,180
4082,0,8,5,3,0.5,2.001,-9.5,0,180
4083,1,8,5,3,0.5,2.001,-9.5,0,180
4084,2,8,5,3,0.5,2.001,-9.5,0,180
4085,3,8,5,3,0.5,2.001,-9.5,0,180
4086,4,8,5,3,0.5,2.001,-9.5,0,180
4087,5,8,5,3,0.5,2.001,-9.5,0,180
4088,6,8,5,3,0.5,2.001,-9.5,0,180
4089,7,8,5,3,0.5,2.001,-9.5,0,180
4090,8,8,5,3,0.5,2.001,-9.5,0,180
4091,9,8,5,3,0.5,2.001,-9.5,0,180
4092,10,8,5,3,0.5,2.001,-9.5,0,180
4093,-10,9,5,3,0.5,2.001,-9.5,0,180
4094,-9,9,5,3,0.5,2.001,-9.5,0,180
4095,-8,9,5,3,0.5,2.001,-9.5,0,180
4096,-7,9,5,3,0.5,2.001,-9.5,0,180
4097,-6,9,5,3,0.5,2.001,-9.5,0,180
4098,-5,9,5,3,0.5,2.001,-9.5,0,180
4099,-4,9,5,3,0.5,2.001,-9.5,0,180
4100,-3,9,5,3,0.5,2.001,-9.5,0,180
4101,-2,9,5,3,0.5,2.001,-9.5,0,180
4102,-1,9,5,3,0.5,2.001,-9.5,0,180
4103,0,9,5,3,0.5,2.001,-9.5,0,180
4104,1,9,5,3,0.5,2.001,-9.5,0,180
4105,2,9,5,3,0.5,2.001,-9.5,0,180
4106,3,9,5,3,0.5,2.001,-9.5,0,180
4107,4,9,5,3,0.5,2.001,-9.5,0,180
4108,5,9,5,3,0.5,2.001,-9.5,0,180
4109,6,9,5,3,0.5,2.001,-9.5,0,180
4110,7,9,5,3,0.5,2.001,-9.5,0,180
4111,8,9,5,3,0.5,2.001,-9.5,0,180
4112,9,9,5,3,0.5,2.001,-9.5,0,180
4113,10,9,5,3,0.5,2.001,-9.5,0,180
4114,-10,3,6,3,0.5,2.001,-9.5,0,180
4115,-9,3,6,3,0.5,2.001,-9.5,0,180
4116,-8,3,6,3,0.5,2.001,-9.5,0,180
4117,-7,3,6,3,0.5,2.001,-9.5,0,180
4118,-6,3,6,3,0.5,2.001,-9.5,0,180
4119,-5,3,6,3,0.5,2.001,-9.5,0,180
4120,-4,3,6,3,0.5,2.001,-9.5,0,180
4121,-3,3,6,3,0.5,2.001,-9.5,0,180
4122,-2,3,6,3,0.5,2.001,-9.5,0,180
4123,-1,3,6,3,0.5,2.001,-9.5,0,180
4124,0,3,6,3,0.5,2.001,-9.5,0,180
4125,1,3,6,3,0.5,2.001,-9.5,0,180
4126,2,3,6,3,0.5,2.001,-9.5,0,180
4127,3,3,6,3,0.5,2.001,-9.5,0,180
4128,4,3,6,3,0.5,2.001,-9.5,0,180
4129,5,3,6,3,0.5,2.001,-9.5,0,180
4130,6,3,6,3,0.5,2.001,-9.5,0,180
4131,7,3,6,3,0.5,2.001,-9.5,0,180
4132,8,3,6,3,0.5,2.001,-9.5,0,180
4133,9,3,6,3,0.5,2.001,-9.5,0,180
4134,10,3,6,3,0.5,2.001,-9.5,0,180
4135,-10,4,6,3,0.5,2.001,-9.5,0,180
4136,-9,4,6,3,0.5,2.001,-9.5,0,180
4137,-8,4,6,3,0.5,2.001,-9.5,0,180
4138,-7,4,6,3,0.5,2.001,-9.5,0,180
4139,-6,4,6,3,0.5,2.001,-9.5,0,180
4140,-5,4,6,3,0.5,2.001,-9.5,0,180
4141,-4,4,6,3,0.5,2.001,-9.5,0,180
4142,-3,4,6,3,0.5,2.001,-9.5,0,180
4143,-2,4,6,3,0.5,2.001,-9.5,0,180
4144,-1,4,6,3,0.5,2.001,-9.5,0,180
4145,0,4,6,3,0.5,2.001,-9.5,0,180
4146,1,4,6,3,0.5,2.001,-9.5,0,180
4147,2,4,6,3,0.5,2.001,-9.5,0,180
4148,3,4,6,3,0.5,2.001,-9.5,0,180
4149,4,4,6,3,0.5,2.001,-9.5,0,180
4150,5,4,6,3,0.5,2.001,-9.5,0,180
4151,6,4,6,3,0.5,2.001,-9.5,0,180
4152,7,4,6,3,0.5,2.001,-9.5,0,180
4153,8,4,6,3,0.5,2.001,-9.5,0,180
4154,9,4,6,3,0.5,2.001,-9.5,0,180
4155,10,4,6,3,0.5,2.001,-9.5,0,180
4156,-10,5,6,3,0.5,2.001,-9.5,0,180
4157,-9,5,6,3,0.5,2.001,-9.5,0,180
